og_species,og_family,og_longevity,SE_long,Quality,Site,Lat,Lon,alt_m,Habitat,reference,Exotic,self_incom,Nectar,notes,longev_univisit,long_unv_SE,Duration,sources,mean_long_days,og_species_patch,pollination,sym_RS_scored,Accepted_name,Accepted_name_rank,Accepted_family,Accepted_genus,sym_genus,sym_family,sym_species
Anticlea.occidentalis,Melanthiaceae,11.9,0.491934955,NA,"Barrier Lake Field Station, Kananaskis Valley, Alberta (Canada)",51.05,-115.05,NA,Mixed boreal forest,Tomaszewski et al. (2018). Evolution 72: 2114-2128.,NA,SC,0,Jul. Am species. Data for h flowers.,NA,NA,NA,marcoshighquality,11.9,Anticlea occidentalis,NA,NA,Anticlea occidentalis,species,Melanthiaceae,Anticlea,NA,actinomorphic zygomorphic,NA
Apinia.blepharocalyx (= A. roxburghii),Zingiberaceae,0.5,NA,0,"Caiyanghe NR, Yunnan (China)",22.5,101.3666667,1200,Monsoon evergreen broad-leaved forest,Zhang et al. (2003). Plant Syst. Evol. 241: 67-76.,NA,SC,1,Late Mar-late Apr. Flexistylous. Flower size from morph cata-.,NA,NA,Open before dawn,marcoshighquality,0.5,Apinia roxburghii,NA,NA,Alpinia roxburghii,species,Zingiberaceae,Alpinia,zygomorphic,zygomorphic,zygomorphic
Apocynum.cannabinum,Apocynaceae,1.615384615,0.4,NA,"Lemon Hill, Philadelphia, Pennsilvania (USA)",NA,NA,NA,Early successional herbaceous communities,Livshultz et al. (2018) J Poll Ecol 22: 35-48.,NA,SI,1,NA,NA,NA,NA,marcoshighquality,1.615384615,Apocynum cannabinum,NA,NA,Apocynum cannabinum,species,Apocynaceae,Apocynum,actinomorphic,actinomorphic zygomorphic,actinomorphic
Arabis.alpina(=A.caucasica),Brassicaceae,5,NA,1,"2 sites at Valais, Alps (Switzerland)",46.38333333,7.625,2700,Alpine meadow,Fabbro & Körner (2004). Flora 199: 70-81.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality,5,Arabis caucasica,NA,NA,Arabis caucasica,species,Brassicaceae,Arabis,actinomorphic,actinomorphic zygomorphic,actinomorphic
Ardisia.compressa,Primulaceae,2,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1400 to 1500,Moist forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,2,Ardisia compressa,NA,NA,Ardisia compressa,species,Primulaceae,Ardisia,actinomorphic,actinomorphic zygomorphic,NA
Arenaria.cretica,Caryophyllaceae,2.7,0.2,3,Mt. Olympos (Greece)-1993,40.06666667,22.45,2600 to 2750,Alpine meadow/scree,Makrodimos et al. (2008). Flora 203: 449-468.,NA,NA,NA,Jul.,NA,NA,NA,marcoshighquality marcoshighquality marcoscommunity marcoscommunity,2.7,Arenaria cretica,NA,NA,Arenaria cretica,species,Caryophyllaceae,Arenaria,actinomorphic,actinomorphic zygomorphic,actinomorphic
Arenaria.cretica,Caryophyllaceae,3.8,0.3,3,Mt. Olympos (Greece)-1994,NA,NA,NA,NA,Makrodimos et al. (2008). Flora 203: 449-468.,NA,NA,NA,Jul.,NA,NA,NA,marcoshighquality marcoshighquality marcoscommunity marcoscommunity,3.8,Arenaria cretica,NA,NA,Arenaria cretica,species,Caryophyllaceae,Arenaria,actinomorphic,actinomorphic zygomorphic,actinomorphic
Argythamnia.candicans,Euphorbiaceae,1,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,1,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Argythamnia candicans,NA,NA,Argythamnia candicans,species,Euphorbiaceae,Argythamnia,actinomorphic,actinomorphic zygomorphic,actinomorphic
Aristolochia.baetica,Aristolochiaceae,4.7 to 7.0,NA,NA,"Hinojos, Huelva (Spain)",37.28333333,-6.416666667,NA,Mediterranean forest,Berjano et al. (2009). Plant Biol. 11: 6-16.,NA,SC,0,Oct-Apr.,NA,NA,NA,marcoshighquality,5.85,Aristolochia baetica,NA,NA,Aristolochia baetica,species,Aristolochiaceae,Aristolochia,actinomorphic zygomorphic,actinomorphic zygomorphic,zygomorphic
Aristolochia.bianorii,Aristolochiaceae,3.103333333,0.090833333,3,"Cala Mesquida, Mallorca (Spain)",39.74428889,3.6006,Coastal,Rocky Mediterranean coast,Alpuente et al. (2023). Plant Biol. 25: 296-307.,NA,SC (IAS: 0.52; ISI: 0.74),0,Apr-Jul. Senior author confirms that error provided is SE.,NA,NA,NA,marcoshighquality,3.103333333,Aristolochia bianorii,NA,NA,Aristolochia bianorii,species,Aristolochiaceae,Aristolochia,actinomorphic zygomorphic,actinomorphic zygomorphic,zygomorphic
Aristolochia.grandiflora,Aristolochiaceae,3,NA,1,"1 km from Los Tuxtlas BS, Veracruz (Mexico)",NA,NA,NA,Lowland rainforest,Burgess et al. (2004). Ann. MO Bot. Gard. 91: 346-356.,NA,NA,0,Al year round.,NA,NA,"By third day, decaying",marcoshighquality,3,Aristolochia grandiflora,NA,NA,Aristolochia grandiflora,species,Aristolochiaceae,Aristolochia,actinomorphic zygomorphic,actinomorphic zygomorphic,zygomorphic
Aristolochia.paucinervis,Aristolochiaceae,7.5,NA,NA,"Hinojos, Huelva (Spain)",37.28333333,-6.416666667,NA,Mediterranean forest,Berjano et al. (2009). Plant Biol. 11: 6-16.,NA,SC,0,Jan-Apr.,NA,NA,NA,marcoshighquality,7.5,Aristolochia paucinervis,NA,NA,Aristolochia paucinervis,species,Aristolochiaceae,Aristolochia,actinomorphic zygomorphic,actinomorphic zygomorphic,zygomorphic
Armeria.canescens,Plumbaginaceae,7,0.9,3,Mt. Olympos (Greece)-1994,40.06666667,22.45,2600 to 2750,Alpine meadow/scree,Makrodimos et al. (2008). Flora 203: 449-468.,NA,NA,NA,Jul.,NA,NA,NA,marcoshighquality marcoscommunity,7,Armeria canescens,NA,NA,Armeria canescens,species,Plumbaginaceae,Armeria,actinomorphic,actinomorphic,actinomorphic
Artabotrys.blumei,Annonaceae,1.125,NA,1,3 sites in Hong Kong (China),22.26666667,114.1833333,NA,Subtropical forest,Chen et al. (2020). Pl. Sp. Biol. 35: 210-223.,NA,SC,0,Corrdinates are roughtly middle points between the 3 sites at Hong Kong.,NA,NA,Open in the morning (9:30),marcoshighquality,1.125,Artabotrys blumei,NA,NA,Artabotrys blumei,species,Annonaceae,Artabotrys,actinomorphic zygomorphic,actinomorphic zygomorphic,actinomorphic
Artabotrys.brachypetalus,Annonaceae,1.875,NA,1,4 sites at Kruger NP (South Africa),-21.36666667,31.11666667,NA,Dry woodlands and rocky outcrops,Chen et al. (2020). Pl. Sp. Biol. 35: 210-223.,NA,SC,0,Coordinates are roughly middle points between the 4 sites at Kruger NP.,NA,NA,Open in the afternoon (16:00),marcoshighquality,1.875,Artabotrys brachypetalus,NA,NA,Artabotrys brachypetalus,species,Annonaceae,Artabotrys,actinomorphic zygomorphic,actinomorphic zygomorphic,actinomorphic
Arthrostema.ciliatum,Melastomataceae,1,NA,0,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1400 to 1500,Moist forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,1,Arthrostema ciliatum,NA,NA,NA,NA,NA,NA,NA,actinomorphic,NA
Asclepias.curassavica,Apocynaceae,1+,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,1,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Asclepias curassavica,NA,NA,Asclepias curassavica,species,Apocynaceae,Asclepias,actinomorphic,actinomorphic zygomorphic,actinomorphic
Asclepias.curassavica,Apocynaceae,6.6,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1400 to 1500,Moist forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,6.6,Asclepias curassavica,NA,NA,Asclepias curassavica,species,Apocynaceae,Asclepias,actinomorphic,actinomorphic zygomorphic,actinomorphic
Asclepias.speciosa,Apocynaceae,3 to 7,NA,NA,"Pullman, Washington (USA)",NA,NA,NA,"Cultivated field, roadsides",Bookman (1983). Ecology 64: 254-273.,NA,NA,1,Jun-Aug.,NA,NA,NA,marcoshighquality,5,Asclepias speciosa,NA,NA,Asclepias speciosa,species,Apocynaceae,Asclepias,actinomorphic,actinomorphic zygomorphic,actinomorphic
Asimina.triloba,Annonaceae,(9)-15-16-(>19),NA,0,"Trelesase Wood, Urbana, Illinois (USA)",NA,NA,NA,Temperate forest,Willson & Schemske (1980). Bull. torrey Bot. Club 107: 401-408.,NA,NA,NA,Early spring.,NA,NA,NA,marcoshighquality marcoslowquality,15.5,Asimina triloba,NA,NA,Asimina triloba,species,Annonaceae,Asimina,actinomorphic,actinomorphic zygomorphic,actinomorphic
Asparagus.acutifolius,Asparagaceae,1,NA,0,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,1,Asparagus acutifolius,NA,NA,Asparagus acutifolius,species,Asparagaceae,Asparagus,actinomorphic,actinomorphic zygomorphic,actinomorphic
Asphodelus.aestivus,Xanthorrhoeaceae,0.541666667,NA,NA,12 sites in SW Iberian Peninsula (Portugal and Spain),NA,NA,NA,Stream sides,Díaz Lifante (1996) Plant Syst. Evol. 200:177-191.,NA,SC Xen,1,Jun-Sep.,NA,NA,Open in the morning,marcoshighquality,0.541666667,Asphodelus aestivus,NA,NA,Asphodelus aestivus,species,Asphodelaceae,Asphodelus,actinomorphic,actinomorphic zygomorphic,actinomorphic
Asphodelus.aestivus,Xanthorrhoeaceae,1,NA,0,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,1,Asphodelus aestivus,NA,NA,Asphodelus aestivus,species,Asphodelaceae,Asphodelus,actinomorphic,actinomorphic zygomorphic,actinomorphic
Asphodelus ramosus (misident.as.A.aestivus),Xanthorrhoeaceae,1,NA,NA,"3 sites, 7 km E from Jerusalem (Israel)",NA,NA,300,Semi-arid scrubland,Schuster et al. (1993). New Phytol. 123: 165-174.,NA,SC Xen,1,Jan-Mar.,NA,NA,Open at dusk,marcoshighquality,1,Asphodelus ramosus,NA,NA,Asphodelus ramosus,species,Asphodelaceae,Asphodelus,actinomorphic,actinomorphic zygomorphic,actinomorphic
Aspidistra.xuanxonensis.var.xuansonensis,Asparagaceae,5 to 6,NA,NA,Xuan Son NP (Vietnam),NA,NA,NA,Tropical forest,Vislobokov et al. (2014). Amer. J. Bot. 101: 1519-1531.,NA,Unknown,NA,NA,NA,NA,NA,marcoshighquality,5.5,Aspidistra xuanxonensis var xuansonensis,NA,NA,Aspidistra xuansonensis var. xuansonensis,variety,Asparagaceae,Aspidistra,NA,actinomorphic zygomorphic,actinomorphic
Aspidosperma.macrocarpon,Apocynaceae,3 to many,NA,0,"Brasilia Botanical Garden, Federal Capital (Brazil)",-15.86666667,-47.85,1025 to 1150,Cerrado,Oliveira & Gibbs (2000). Flora 195: 311-329.,NA,SI,1,NA,NA,NA,NA,marcoshighquality marcoscommunity,3,Aspidosperma macrocarpon,NA,NA,Aspidosperma macrocarpon,species,Apocynaceae,Aspidosperma,actinomorphic,actinomorphic zygomorphic,actinomorphic
Aspidosperma.tomentosum,Apocynaceae,3 to many,NA,0,"Brasilia Botanical Garden, Federal Capital (Brazil)",-15.86666667,-47.85,1025 to 1150,Cerrado,Oliveira & Gibbs (2000). Flora 195: 311-329.,NA,NA,1,NA,NA,NA,NA,marcoshighquality marcoscommunity,3,Aspidosperma tomentosum,NA,NA,Aspidosperma tomentosum,species,Apocynaceae,Aspidosperma,actinomorphic,actinomorphic zygomorphic,actinomorphic
Astragalus.depressus,Fabaceae,2.6,0.2,3,Mt. Olympos (Greece)-1994,40.06666667,22.45,2600 to 2750,Alpine meadow/scree,Makrodimos et al. (2008). Flora 203: 449-468.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,2.6,Astragalus depressus,NA,NA,Astragalus depressus,species,Fabaceae,Astragalus,zygomorphic,actinomorphic zygomorphic,NA
Astragalus.monspessulanus,Fabaceae,1,NA,0,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,1,Astragalus monspessulanus,NA,NA,Astragalus monspessulanus,species,Fabaceae,Astragalus,zygomorphic,actinomorphic zygomorphic,zygomorphic
Astrocaryum.vulgare,Arecaceae,0.666666667,NA,NA,CEIBA Biological Center (Guyana),6.499166667,-58.21833333,NA,Secondary tropical forest,Consiglio & Bourne (2001). J. Trop. Ecol. 17: 577-592.,NA,SC Fac xen,Thermogenesis,Late Apr-Aug. M species. Data for female flowers.,NA,NA,NA,marcoshighquality marcoshighquality,0.666666667,Astrocaryum vulgare,NA,NA,Astrocaryum vulgare,species,Arecaceae,Astrocaryum,NA,actinomorphic,actinomorphic
Astrocaryum.vulgare,Arecaceae,2,NA,NA,NA,NA,NA,NA,NA,Consiglio & Bourne (2001). J. Trop. Ecol. 17: 577-592.,NA,NA,Thermogenesis,Late Apr-Aug. M species. Data for male flowers.,NA,NA,NA,marcoshighquality marcoshighquality,2,Astrocaryum vulgare,NA,NA,Astrocaryum vulgare,species,Arecaceae,Astrocaryum,NA,actinomorphic,actinomorphic
Avicennia.germinans,Acanthaceae,1+,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Mangrove swamp,Percival (1974). Biotropica 6: 104-129.,NA,NA,1,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Avicennia germinans,NA,NA,Avicennia germinans,species,Acanthaceae,Avicennia,actinomorphic zygomorphic,actinomorphic zygomorphic,zygomorphic
Avicennia.marina.var.australasica,Acanthaceae,3.7,0.2,NA,"2 sites at Jarvis Bay, New South Wales (Australia)",-35.01666667,150.225,0,Mangrove swamp,Clarke & Myerscough (1991). Aust. J. Bot. 39: 283-293.,NA,SC Xen,1,Jan-Mar/Jun. Coordinates are the average of both sites. Flower measurements from Drake (1991). Aust. Syst. Bot. 3: 221-239.,3.8,0.2,NA,marcoshighquality,3.7,Avicennia marina var australasica,NA,NA,Avicennia marina subsp. australasica,subspecies,Acanthaceae,Avicennia,actinomorphic zygomorphic,actinomorphic zygomorphic,actinomorphic
Balanophora.fungosa ssp.indica,Balanophoraceae,2 to 5,NA,NA,Xuan Son NP (Vietnam),21.11555,104.94385,NA,Tropical forest,Vislobokov & Galinskaya (2018). Int. J. Plant Sci. 179: 341-349.,NA,NA,NA,D species. Data for males.,NA,NA,Open at night,marcoshighquality,3.5,Balanophora fungosa ssp indica,NA,NA,Balanophora fungosa subsp. indica,subspecies,Balanophoraceae,Balanophora,actinomorphic,actinomorphic,actinomorphic
Balanophora.harlandii,Balanophoraceae,1,NA,NA,Xuan Son NP (Vietnam),21.11515,104.9426667,NA,Tropical forest,Vislobokov & Galinskaya (2018). Int. J. Plant Sci. 179: 341-349.,NA,NA,NA,D species. Data for males.,NA,NA,Open at night,marcoshighquality,1,Balanophora harlandii,NA,NA,Balanophora harlandii,species,Balanophoraceae,Balanophora,actinomorphic,actinomorphic,actinomorphic
Ballota.acetabulosa,Lamiaceae,1.4,0.13,3,Daphni (Greece),NA,NA,135 to 215,Mediterranean scrubland,Petanidou & Vokou (1993). Amer. J. Bot. 80: 892-899.,NA,NA,1,NA,NA,NA,NA,marcoshighquality,1.4,Ballota acetabulosa,NA,NA,Ballota acetabulosa,species,Lamiaceae,Ballota,zygomorphic,actinomorphic zygomorphic,zygomorphic
Bartsia.alpina,Orobanchaceae,5.8,0.2,3,Abisko (Sweden),68.35,18.81666667,400,Subarctic tundra,Molau (1991). Amer. J. Bot. 78: 326-339.,NA,SC,NA,June.,NA,NA,NA,marcoshighquality,5.8,Bartsia alpina,NA,NA,Bartsia alpina,species,Orobanchaceae,Bartsia,zygomorphic,actinomorphic zygomorphic,zygomorphic
Bauhinia.divaricata,Fabaceae,1,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,1,Am species. Data for hermaphrodites.,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Bauhinia divaricata,NA,NA,Bauhinia divaricata,species,Fabaceae,Bauhinia,actinomorphic zygomorphic,actinomorphic zygomorphic,zygomorphic
Begonia.gracilis,Begoniaceae,4.9,0.1,3,"Pedregal de San Ángel EP, Mexico city (Mexico)",NA,NA,NA,NA,López & Domínguez (2003). J. Evol. Biol. 16: 1177-1185.,NA,SC Xen,NA,Aug-Oct. M species. Data for male flowers.,NA,NA,NA,marcoshighquality marcoshighquality,4.9,Begonia gracilis,NA,NA,Begonia gracilis,species,Begoniaceae,Begonia,actinomorphic zygomorphic,actinomorphic zygomorphic,actinomorphic
Begonia.gracilis,Begoniaceae,3.6,0.1,3,NA,NA,NA,NA,NA,López & Domínguez (2003). J. Evol. Biol. 16: 1177-1185.,NA,SC Xen,NA,Aug-Oct. M species. Data for female flowers.,NA,NA,NA,marcoshighquality marcoshighquality,3.6,Begonia gracilis,NA,NA,Begonia gracilis,species,Begoniaceae,Begonia,actinomorphic zygomorphic,actinomorphic zygomorphic,actinomorphic
Bellardia.trixago,Orobanchaceae,1.7,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,1.7,Bellardia trixago,NA,NA,Bellardia trixago,species,Orobanchaceae,Bellardia,zygomorphic,actinomorphic zygomorphic,zygomorphic
Bellis.annua,Asteraceae,1.4,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,1.4,Bellis annua,NA,NA,Bellis annua,species,Asteraceae,Bellis,actinomorphic zygomorphic,actinomorphic zygomorphic,actinomorphic
Besleria.formosa,Gesneriaceae,2.6,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1500 to 1650,Cloud forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,2.6,Besleria formosa,NA,NA,Besleria formosa,species,Gesneriaceae,Besleria,actinomorphic zygomorphic,actinomorphic zygomorphic,NA
Besleria.solanoides,Gesneriaceae,4.1,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1400 to 1500,Moist forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,4.1,Besleria solanoides,NA,NA,Besleria solanoides,species,Gesneriaceae,Besleria,actinomorphic zygomorphic,actinomorphic zygomorphic,NA
Besleria.triflora,Gesneriaceae,4.6,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1500 to 1650,Cloud forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,4.6,Besleria triflora,NA,NA,Besleria triflora,species,Gesneriaceae,Besleria,actinomorphic zygomorphic,actinomorphic zygomorphic,NA
Billbergia.distachia,Bromeliaceae,3,NA,NA,"Itatiaia NP, Rio de Janeiro-Minas Gerais (Brazil)",NA,NA,NA,Montane tropical rainforest,"Zambon et al. (2020). Bot. J. Linn. Soc. 192: 816-827,",NA,SI,1,NA,NA,NA,NA,marcoshighquality,3,Billbergia distachia,NA,NA,Billbergia distachia,species,Bromeliaceae,Billbergia,actinomorphic zygomorphic,actinomorphic zygomorphic,NA
Biscutella.didyma,Brassicaceae,2.3,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,2.3,Biscutella didyma,NA,NA,Biscutella didyma,species,Brassicaceae,Biscutella,actinomorphic,actinomorphic zygomorphic,actinomorphic
Blechum.pyramidatum,Acanthaceae,0.5,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,1,NA,NA,NA,Fall by noon,marcoshighquality marcoslowquality marcoscommunity,0.5,Blechum pyramidatum,NA,NA,Ruellia blechum,species,Acanthaceae,Ruellia,actinomorphic zygomorphic,actinomorphic zygomorphic,actinomorphic
Blepharocalyx.salicifolius,Myrtaceae,1,NA,0,"Brasilia Botanical Garden, Federal Capital (Brazil)",-15.86666667,-47.85,1025 to 1150,Cerrado,Oliveira & Gibbs (2000). Flora 195: 311-329.,NA,SI,0,NA,NA,NA,NA,marcoshighquality marcoscommunity,1,Blepharocalyx salicifolius,NA,NA,Blepharocalyx salicifolius,species,Myrtaceae,Blepharocalyx,NA,actinomorphic,actinomorphic
Blumenbachia amana,Loasaceae,0.875,0.028882545,NA,"Serra da Mantiqueira, Minas Gerais (Brazil)",-22.69975,-45.92608333,1500 to 1800,High elevation Araucaria forest,Siriani-Oliveira et al. (2018). Biol. J. Linn. Soc. 124: 479-491.,NA,SC,NA,NA,1.1,0.04472136,"Open during day, not sinc.",marcoshighquality,0.875,Blumenbachia amana,NA,NA,Blumenbachia amana,species,Loasaceae,Blumenbachia,actinomorphic,actinomorphic,actinomorphic
Blumenbachia.insignis,Loasaceae,3.6,0.122474487,NA,"Guaritas, Rio Grande do Sul (Brazil)",-30.89472222,-53.41916667,226,Xeromorphic shrubland,Siriani-Oliveira et al. (2020). Plant Biol. 22: 167-176.,NA,SC,NA,NA,5,0.201246118,"Open during day, not sinc.",marcoshighquality,3.6,Blumenbachia insignis,NA,NA,Blumenbachia insignis,species,Loasaceae,Blumenbachia,actinomorphic,actinomorphic,actinomorphic
Bomarea.hirtella(=B.edulis),Alstroemeriaceae,14,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1500 to 1650,Cloud forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,14,Bomarea edulis,NA,NA,Bomarea edulis,species,Alstroemeriaceae,Bomarea,actinomorphic zygomorphic,actinomorphic zygomorphic,actinomorphic
Borreria.laevis(=Spermacoce.laevis),Rubiaceae,0.5,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,1,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,0.5,Spermacoce laevis,NA,NA,Spermacoce tenuior,species,Rubiaceae,Spermacoce,actinomorphic zygomorphic,actinomorphic zygomorphic,actinomorphic
Bretschneidera.sinensis,Akaniaceae,5 to 7,NA,NA,"Nankun Mountain, Guangdong (China)",23.8,114.6333333,420 to 560,Subtropical monsoon forest,Qiao et al. (2012). Pak. J. Bot. 44: 1897-1903.,NA,SC Xen,1,Bud longevity removed from the longevity.,NA,NA,NA,marcoshighquality,6,Bretschneidera sinensis,NA,NA,Bretschneidera sinensis,species,Akaniaceae,Bretschneidera,zygomorphic,actinomorphic zygomorphic,zygomorphic
Broughtonia.sanguinea,Orchidaceae,1+,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Broughtonia sanguinea,NA,NA,Broughtonia sanguinea,species,Orchidaceae,Broughtonia,zygomorphic,actinomorphic zygomorphic,zygomorphic
Bunchosia.media(=B.nitida),Malpighiaceae,1,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,1,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Bunchosia nitida,NA,NA,Bunchosia nitida,species,Malpighiaceae,Bunchosia,actinomorphic,actinomorphic zygomorphic,NA
Burmeistera.cyclostigmata,Campanulaceae,8,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1500 to 1650,Cloud forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,8,Burmeistera cyclostigmata,NA,NA,Burmeistera cyclostigmata,species,Campanulaceae,Burmeistera,NA,actinomorphic zygomorphic,zygomorphic
Burmeistera.parviflora,Campanulaceae,9.4,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1500 to 1650,Cloud forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,9.4,Burmeistera parviflora,NA,NA,Burmeistera parviflora,species,Campanulaceae,Burmeistera,NA,actinomorphic zygomorphic,zygomorphic
