og_species,sym_all,sources
Aizoon africanum,actinomorphic,2023TRY_350
Aizoon canariense,actinomorphic,2023TRY_350
Aizoon sarcophyllum,actinomorphic,2023TRY_350
Ajuga chamaepitys,zygomorphic,jolyandschoen2021 2023TRY_350
Ajuga chamaepitys subsp. chamaepitys,zygomorphic,2023TRY_350
Ajuga ciliata,zygomorphic,jolyandschoen2021
Ajuga dictyocarpa,zygomorphic,yoderetal2020
Ajuga genevensis,zygomorphic,jolyandschoen2021
Ajuga integrifolia,zygomorphic,2023TRY_350
Ajuga iva,zygomorphic,jolyandschoen2021 2023TRY_350
Ajuga iva subsp. iva,zygomorphic,2023TRY_350
Ajuga ophrydis,zygomorphic,2023TRY_350
Ajuga reptans,zygomorphic,jolyandschoen2021 yoderetal2020
Akania bidwillii,actinomorphic,jolyandschoen2021
Akebia quinata,actinomorphic,jolyandschoen2021 yoderetal2020
Alangium chinense,actinomorphic,jolyandschoen2021
Alangium platanifolium,actinomorphic,yoderetal2020
Albizia adianthifolia,actinomorphic,2023TRY_350
Albizia altissima,actinomorphic,2023TRY_350
Albizia anthelmintica,actinomorphic,2023TRY_350
Albizia antunesiana,actinomorphic,2023TRY_350
Albizia chinensis,actinomorphic,2023TRY_350
Albizia ferruginea,actinomorphic,2023TRY_350
Albizia gummifera,actinomorphic,2023TRY_350
Albizia harveyi,actinomorphic,2023TRY_350
Albizia julibrissin,actinomorphic,jolyandschoen2021
Albizia laurentii,actinomorphic,2023TRY_350
Albizia lebbeck,actinomorphic,stephens2021 2023TRY_350
Albizia rhombifolia,actinomorphic,2023TRY_350
Albizia saman,actinomorphic,2023TRY_350
Albizia versicolor,actinomorphic,2023TRY_350
Albizia zimmermannii,actinomorphic,2023TRY_350
Albizia zygia,actinomorphic,2023TRY_350
Albizzia julibrissin,actinomorphic,yoderetal2020
Albuca abyssinica,actinomorphic,2023TRY_350
Albuca batteniana,actinomorphic,2023TRY_350
Albuca bracteata,actinomorphic,2023TRY_350
Albuca canadensis,actinomorphic,2023TRY_350
Albuca cooperi,actinomorphic,2023TRY_350
Albuca crispa,actinomorphic,2023TRY_350
Albuca flaccida,actinomorphic,2023TRY_350
Albuca fragrans,actinomorphic,2023TRY_350
Albuca humilis,actinomorphic,2023TRY_350
Albuca kirkii,actinomorphic,2023TRY_350
Albuca monophylla,actinomorphic,2023TRY_350
Albuca nelsonii,actinomorphic,2023TRY_350
Albuca nigritana,actinomorphic,2023TRY_350
Albuca setosa,actinomorphic,2023TRY_350
Albuca shawii,actinomorphic,2023TRY_350
Albuca sp,actinomorphic,2023TRY_319 2023TRY_350
Albuca spiralis,actinomorphic,2023TRY_350
Albuca stapffii,actinomorphic,2023TRY_350
Albuca suaveolens,actinomorphic,2023TRY_350
Albuca tenuifolia,actinomorphic,2023TRY_350
Albuca tortuosa,actinomorphic,2023TRY_350
Albuca virens,actinomorphic,2023TRY_350
Alcea acaulis,actinomorphic,2023TRY_350
Alcea pallida,actinomorphic,yoderetal2020
Alcea rosea,actinomorphic,jolyandschoen2021
Alchemilla argyrophylla,actinomorphic,2023TRY_350
Alchemilla ellenbeckii,actinomorphic,2023TRY_350
Alchemilla haumanii,actinomorphic,2023TRY_350
Alchemilla kiwuensis,actinomorphic,2023TRY_350
Alchemilla microbetula,actinomorphic,2023TRY_350
Alchemilla volkensii,actinomorphic,2023TRY_350
Alchornea cordifolia,actinomorphic,2023TRY_350
Alchornea floribunda,actinomorphic,2023TRY_350
Alectra capensis,actinomorphic,2023TRY_350
Alectra glandulosa,zygomorphic,2023TRY_350
Alectra orobanchoides,actinomorphic,2023TRY_350
Alectra picta,actinomorphic,2023TRY_350
Alectra sessiliflora,actinomorphic,2023TRY_350
Alectryon diversifolius,actinomorphic,stephens2021
Alectryon oleifolius,actinomorphic,stephens2021
Alepidea amatymbica,actinomorphic,2023TRY_350
Alepidea delicatula,actinomorphic,2023TRY_350
Alepidea macowanii,actinomorphic,2023TRY_350
Alepidea natalensis,actinomorphic,2023TRY_350
Alepidea peduncularis,actinomorphic,2023TRY_350
Alepidea serrata,actinomorphic,2023TRY_350
Alepidea setifera,actinomorphic,2023TRY_350
Alepis flavida,actinomorphic,jolyandschoen2021
Aletes acaulis,actinomorphic,jolyandschoen2021
Aletes humilis,actinomorphic,jolyandschoen2021
Aletris luteoviridis,actinomorphic,yoderetal2020
Aleurites moluccanus,actinomorphic,2023TRY_350
Aliella platyphylla,actinomorphic,2023TRY_350
Alisma canaliculatum,actinomorphic,yoderetal2020
Alisma plantago aquatica,actinomorphic,yoderetal2020
Alisma plantago-aquatica,actinomorphic,jolyandschoen2021
Alium grayi,actinomorphic,yoderetal2020
Alkanna strigosa,actinomorphic,2023TRY_350
Alkanna tinctoria,actinomorphic,yoderetal2020
Allamanda blanchetii,actinomorphic,yoderetal2020
Allamanda cathartica,zygomorphic,2023TRY_350
Allamanda schottii,actinomorphic,2023TRY_350
Allanblackia stuhlmannii,zygomorphic,2023TRY_350
Allantoma lineata,actinomorphic,jolyandschoen2021
Alliaria petiolata,actinomorphic,jolyandschoen2021
Allionia choisyi,zygomorphic,jolyandschoen2021
Allium ampeloprasum,actinomorphic,yoderetal2020
Allium fistulosum,actinomorphic,jolyandschoen2021
Allium neapolitanum,actinomorphic,yoderetal2020
Allium recurvatum,actinomorphic,yoderetal2020
Allium sativum,actinomorphic,2023TRY_350
Allium scorodoprasum,actinomorphic,yoderetal2020
Allium subhirsutum,actinomorphic,yoderetal2020
Allium thunbergii,actinomorphic,yoderetal2020
Allium tuberosum,actinomorphic,2023TRY_350
Allium vineale,actinomorphic,jolyandschoen2021
Allophyllum glutinosum,actinomorphic,jolyandschoen2021
Allophylus africanus,actinomorphic zygomorphic,2023TRY_350
Allophylus chaunostachys,actinomorphic,2023TRY_350
Allophylus longipes,zygomorphic,jolyandschoen2021
Allophylus spicatus,actinomorphic,2023TRY_350
Alloplectus savanarum,zygomorphic,yoderetal2020
Allopterigeron filifolius,actinomorphic zygomorphic,stephens2021
Alluaudia procera,actinomorphic,jolyandschoen2021
Alocasia odora,actinomorphic,yoderetal2020
Aloe arborescens,actinomorphic,2023TRY_350
Aloe asperifolia,actinomorphic,2023TRY_350
Aloe boylei,actinomorphic,2023TRY_350
Aloe brevifolia,actinomorphic,2023TRY_350
Aloe buettneri,actinomorphic,2023TRY_350
Aloe cameronii,actinomorphic,2023TRY_350
Aloe christianii,actinomorphic,2023TRY_350
Aloe crassipes,actinomorphic,2023TRY_350
Aloe debrana,actinomorphic,2023TRY_350
Aloe duckeri,actinomorphic,2023TRY_350
Aloe ecklonis,actinomorphic,2023TRY_350
Aloe elegans,actinomorphic,2023TRY_350
Aloe ferox,actinomorphic,2023TRY_350
Aloe hereroensis,actinomorphic,2023TRY_350
Aloe littoralis,actinomorphic,2023TRY_350
Aloe macra,actinomorphic,jolyandschoen2021
Aloe macrocarpa,actinomorphic,2023TRY_350
Aloe maculata,actinomorphic,2023TRY_350
Aloe marlothii,actinomorphic,2023TRY_350
Aloe mawii,actinomorphic,2023TRY_350
Aloe mayottensis,actinomorphic,jolyandschoen2021
Aloe melanacantha,actinomorphic,2023TRY_350
Aloe myriacantha,actinomorphic,2023TRY_350
Aloe mzimbana,actinomorphic,2023TRY_350
Aloe ngongensis,actinomorphic,2023TRY_350
Aloe nuttii,actinomorphic,2023TRY_350
Aloe peglerae,actinomorphic,2023TRY_350
Aloe pembana,actinomorphic,2023TRY_350
Aloe perfoliata,actinomorphic,2023TRY_350
Aloe pluridens,actinomorphic,2023TRY_350
Aloe powysiorum,actinomorphic,2023TRY_350
Aloe schweinfurthii,actinomorphic,2023TRY_350
Aloe secundiflora,zygomorphic,2023TRY_350
Aloe striata,actinomorphic,2023TRY_350
Aloe succotrina,actinomorphic,2023TRY_350
Aloe vanbalenii,actinomorphic,2023TRY_350
Aloe vera,zygomorphic,2023TRY_350
Aloe zebrina,actinomorphic,2023TRY_350
Aloiampelos ciliaris,actinomorphic,2023TRY_350
Aloidendron dichotomum,actinomorphic,2023TRY_350
Alophia drummondii,actinomorphic,jolyandschoen2021
Alophia lahue,actinomorphic,yoderetal2020
Aloysia citriodora,zygomorphic,2023TRY_350
Alphitonia excelsa,actinomorphic,stephens2021
Alphitonia pomaderroides,actinomorphic,stephens2021
Alpinia formosana,zygomorphic,yoderetal2020
Alpinia intermedia,zygomorphic,yoderetal2020
Alpinia kwangsiensis,zygomorphic,jolyandschoen2021
Alpinia sp1 M_PL_044,zygomorphic,yoderetal2020
Alpinia zerumbet,zygomorphic,2023TRY_350
Alseuosmia macrophylla,actinomorphic,jolyandschoen2021
Alstonia,actinomorphic,yoderetal2020
Alstonia boonei,actinomorphic,2023TRY_350
Alstonia congensis,actinomorphic,2023TRY_350
Alstonia constricta,actinomorphic,stephens2021
Alstonia macrophylla,actinomorphic,yoderetal2020
Alstroemeria aurea,actinomorphic zygomorphic,jolyandschoen2021 yoderetal2020
Alstroemeria inodora,actinomorphic,yoderetal2020
Alstroemeria pallida,actinomorphic,yoderetal2020
Alternanthera angustifolia,actinomorphic,stephens2021
Alternanthera denticulata,actinomorphic,stephens2021
Alternanthera ficoidea,actinomorphic,yoderetal2020
Alternanthera nana,actinomorphic,stephens2021
Alternanthera nodiflora,actinomorphic,stephens2021 2023TRY_350
Alternathera brasiliana,actinomorphic,yoderetal2020
Altingia chinensis,zygomorphic,jolyandschoen2021
Aluta maisonneuvei,actinomorphic,stephens2021
Alyogyne hakeifolia,actinomorphic,stephens2021
Alyogyne huegelii,actinomorphic,stephens2021
Alyogyne pinoniana,actinomorphic,stephens2021
Alysicarpus glumaceus,zygomorphic,2023TRY_350
Alysicarpus rugosus,zygomorphic,2023TRY_350
Alysicarpus zeyheri,zygomorphic,2023TRY_350
Alyssum atlanticum,actinomorphic,2023TRY_350
Alyssum maritimum,actinomorphic,yoderetal2020
Alyxia buxifolia,actinomorphic,stephens2021
Alyxia spicata,actinomorphic,stephens2021
Alzatea verticillata,actinomorphic,jolyandschoen2021
Amalophyllon clarkii ,zygomorphic,jolyandschoen2021
Amalophyllon divaricatum,zygomorphic,jolyandschoen2021
Amaranthus hybridus,actinomorphic,2023TRY_350
Amaranthus mitchellii,actinomorphic,stephens2021
Amaranthus retroflexus,actinomorphic,jolyandschoen2021
Amaranthus sp,actinomorphic,2023TRY_350
Amaranthus spinosus,actinomorphic,yoderetal2020 2023TRY_350
Amaryllis belladonna,actinomorphic,2023TRY_350
Amasonia arborea,actinomorphic,yoderetal2020
Amasonia obovata,zygomorphic,jolyandschoen2021
Amborella trichopoda,actinomorphic,jolyandschoen2021
Ambrosia trifida,actinomorphic,yoderetal2020
Amelanchier canadensis,actinomorphic,yoderetal2020
Amellus nanus,actinomorphic,2023TRY_350
Ameroglossum pernambucense,zygomorphic,jolyandschoen2021
Amischotolype hispida,zygomorphic,jolyandschoen2021
Amischotolype tenuis,actinomorphic,2023TRY_350
Ammannia auriculata,actinomorphic,2023TRY_350
Ammannia baccifera,actinomorphic,2023TRY_350
Ammannia coccinea,actinomorphic,yoderetal2020
Ammannia involucrata,actinomorphic,2023TRY_350
Ammi majus,actinomorphic,jolyandschoen2021
Ammi visnaga,zygomorphic,2023TRY_350
Ammocharis coranica,actinomorphic,2023TRY_350
Ammocharis tinneana,actinomorphic,2023TRY_350
Amomyrtus luma,actinomorphic,yoderetal2020
Amomyrtus meli,actinomorphic,yoderetal2020
Amorpha canescens,zygomorphic,yoderetal2020
Amorpha fruticosa,zygomorphic,yoderetal2020
Amorphophallus abyssinicus,actinomorphic,2023TRY_350
Amorphophallus aphyllus,actinomorphic,2023TRY_350
Amorphophallus dracontioides,actinomorphic,2023TRY_350
Amorphophallus elliottii,actinomorphic,2023TRY_350
Amorphophallus johnsonii,actinomorphic,2023TRY_350
Ampelocissus africana,actinomorphic,2023TRY_350
Ampelocissus bombycina,actinomorphic,2023TRY_350
Ampelocissus frutescens,actinomorphic,stephens2021
Ampelocissus leonensis,actinomorphic,2023TRY_350
Ampelocissus multistriata,actinomorphic,2023TRY_350
Ampelocissus obtusata,actinomorphic,2023TRY_350
Ampelopsis brevipedunculata,actinomorphic,yoderetal2020
Amperea xiphoclada,actinomorphic,stephens2021
Ampetopsis brevipedunculata,actinomorphic,yoderetal2020
Amphiblemma mvensis,actinomorphic,2023TRY_350
Amphicarpa pitcheri,zygomorphic,yoderetal2020
Amphicarpaea africana,zygomorphic,2023TRY_350
Amphicarpaea bracteata,zygomorphic,jolyandschoen2021 yoderetal2020
Amphimas pterocarpoides,zygomorphic,2023TRY_350
Amsonia tabernaemontana,actinomorphic,jolyandschoen2021
Amyema fitzgeraldii,actinomorphic,stephens2021
Amyema hilliana,actinomorphic,stephens2021
Amyema linophylla,actinomorphic,stephens2021
Amyema maidenii,actinomorphic,stephens2021
Amyema miquelii,actinomorphic,stephens2021
Amyema miraculosa,actinomorphic,stephens2021
Amyema quandang,actinomorphic,stephens2021
Amyema queenslandica,actinomorphic,jolyandschoen2021
Amyema villiflora,actinomorphic,stephens2021
Amylotheca subumbellata,actinomorphic,jolyandschoen2021
Anabasis aretioides,actinomorphic,2023TRY_350
Anacampseros crinita,actinomorphic,jolyandschoen2021
Anacardium occidentale,actinomorphic,jolyandschoen2021 yoderetal2020 2023TRY_350
Anacolosa papuana,actinomorphic,jolyandschoen2021
Anacyclus pyrethrum,actinomorphic zygomorphic,2023TRY_350
Anacyclus radiatus,actinomorphic,yoderetal2020
Anadenanthera macrocarpa,actinomorphic,yoderetal2020
Anagallis alternifolia,actinomorphic,yoderetal2020
Anagallis arvensis,actinomorphic,jolyandschoen2021 yoderetal2020
Anagallis minima,actinomorphic,jolyandschoen2021
Anagallis tenella,actinomorphic,jolyandschoen2021
Ananas comosus,actinomorphic,2023TRY_350
Anaphalioides bellidioides,actinomorphic,jolyandschoen2021
Anaphalioides trinervis,actinomorphic,jolyandschoen2021
Anaphalis margaritacea,actinomorphic,yoderetal2020
Anarthrophyllum cumingii,zygomorphic,yoderetal2020
Anarthrophyllum gayanum,zygomorphic,yoderetal2020
Anastatica hierochuntica,actinomorphic,2023TRY_350
Anchomanes difformis,actinomorphic,2023TRY_350
Anchusa officinalis,actinomorphic,jolyandschoen2021
Anchusa undulata,actinomorphic,yoderetal2020
Anchusa variegata,actinomorphic,yoderetal2020
Anchusella variegata,zygomorphic,jolyandschoen2021
Ancistrocladus congolensis,actinomorphic,2023TRY_350
Ancistrocladus ealaensis,actinomorphic,jolyandschoen2021 2023TRY_350
Ancistrocladus korupensis,actinomorphic,2023TRY_350
Ancistrocladus le-testui,actinomorphic,2023TRY_350
Ancylobothrys amoena,actinomorphic,2023TRY_350
Ancylobothrys capensis,actinomorphic,2023TRY_350
Andira inermis,zygomorphic,2023TRY_350
Androcalva loxophylla,actinomorphic,stephens2021
Andromeda glaucophylla,actinomorphic,yoderetal2020
Andromeda polifolia,actinomorphic,jolyandschoen2021
Andropogon chinensis,zygomorphic,2023TRY_350
Androsace alpina,actinomorphic,jolyandschoen2021
Androsace helvetica,actinomorphic,jolyandschoen2021
Androsace lactea,actinomorphic,jolyandschoen2021
Androsace spinulifera,actinomorphic,jolyandschoen2021
Andryala pinnatifida,actinomorphic,yoderetal2020
Aneilema aequinoctiale,zygomorphic,2023TRY_350
Aneilema beniniense,zygomorphic,2023TRY_350
Aneilema brenanianum,zygomorphic,2023TRY_350
Aneilema chrysopogon,zygomorphic,2023TRY_350
Aneilema hockii,zygomorphic,2023TRY_350
Aneilema johnstonii,zygomorphic,2023TRY_350
Aneilema lanceolatum,actinomorphic,2023TRY_350
Aneilema setiferum,zygomorphic,2023TRY_350
Aneilema umbrosum,zygomorphic,2023TRY_350
Aneilema welwitschii,zygomorphic,2023TRY_350
Anemocarpa podolepidium,actinomorphic,stephens2021
Anemone caffra,actinomorphic,2023TRY_350
Anemone coronaria,actinomorphic,yoderetal2020
Anemone flaccida,actinomorphic,yoderetal2020
Anemone hepatica,actinomorphic,jolyandschoen2021
Anemone patens,actinomorphic,jolyandschoen2021
Anemone pavonina,actinomorphic,yoderetal2020
Anemone vesicatoria,actinomorphic,2023TRY_350
Anemonella thalictroides,actinomorphic,yoderetal2020
Anemopaegma acutifolium,zygomorphic,jolyandschoen2021
Anethum graveolens,actinomorphic,jolyandschoen2021 yoderetal2020
Aneulophus africanus,actinomorphic,jolyandschoen2021
Angelica ampla,actinomorphic,jolyandschoen2021
Angelica archangelica,actinomorphic,jolyandschoen2021 yoderetal2020
Angelica arguta,actinomorphic,jolyandschoen2021
Angelica atropurpurea,actinomorphic,jolyandschoen2021
Angelica breweri,actinomorphic,jolyandschoen2021
Angelica canbyi,actinomorphic,jolyandschoen2021
Angelica cartilagino-marginata,actinomorphic,yoderetal2020
Angelica dawsonii,actinomorphic,jolyandschoen2021
Angelica dentata,actinomorphic,jolyandschoen2021
Angelica geniculata,actinomorphic,jolyandschoen2021
Angelica genuflexa,actinomorphic,jolyandschoen2021
Angelica grayi,actinomorphic,jolyandschoen2021
Angelica hendersonii,actinomorphic,jolyandschoen2021
Angelica kingii,actinomorphic,jolyandschoen2021
Angelica laurentiana,actinomorphic,jolyandschoen2021
Angelica longeradiata,actinomorphic,yoderetal2020
Angelica lucida,actinomorphic,jolyandschoen2021
Angelica nelsonii,actinomorphic,jolyandschoen2021
Angelica pinnata,actinomorphic,jolyandschoen2021
Angelica polymorpha,actinomorphic,yoderetal2020
Angelica pubescens,actinomorphic,yoderetal2020
Angelica scabrida,actinomorphic,jolyandschoen2021
Angelica sylvestris,actinomorphic,jolyandschoen2021 yoderetal2020
Angelica tomentosa,actinomorphic,jolyandschoen2021
Angelica trinagula,actinomorphic,jolyandschoen2021
Angelica triquinata,actinomorphic,jolyandschoen2021
Angelica venenosa,actinomorphic,jolyandschoen2021
Angelonia bisaccata,zygomorphic,jolyandschoen2021
Angelonia hirta,zygomorphic,jolyandschoen2021
Angelonia hookeriana,zygomorphic,jolyandschoen2021
Angelonia pubescens,zygomorphic,jolyandschoen2021
Angianthus conocephalus,actinomorphic,stephens2021
Angianthus cunninghamii,actinomorphic,stephens2021
Angianthus tomentosus,actinomorphic,stephens2021
Angophora costata,actinomorphic,stephens2021
Angophora hispida,actinomorphic,stephens2021
Angraecopsis amaniensis,zygomorphic,2023TRY_350
Angraecum distichum,zygomorphic,2023TRY_350
Angraecum pusillum,zygomorphic,2023TRY_350
Angraecum striatum,zygomorphic,jolyandschoen2021
Angylocalyx oligophyllus,zygomorphic,2023TRY_350
Angylocalyx pynaertii,zygomorphic,2023TRY_350
Anigozanthos bicolor,zygomorphic,stephens2021
Anigozanthos flavidus,zygomorphic,jolyandschoen2021
Anigozanthos humilis,zygomorphic,stephens2021
Aniseia martinicensis,actinomorphic,2023TRY_350
Anisodontea julii,actinomorphic,2023TRY_350
Anisodus tanguticus,actinomorphic,jolyandschoen2021
Anisomeles inodora,zygomorphic,stephens2021
Anisomeles languida,zygomorphic,stephens2021
Anisopappus abercornensis,actinomorphic,2023TRY_350
Anisopappus chinensis,actinomorphic,2023TRY_350
Anisopappus stuhlmannii,actinomorphic,2023TRY_350
Anisophyllea boehmii,actinomorphic,2023TRY_350
Anisophyllea fallax,actinomorphic,jolyandschoen2021
Anisophyllea quangensis,actinomorphic,2023TRY_350
Anisoptera marginata,actinomorphic,jolyandschoen2021
Anisopus efulensis,actinomorphic,2023TRY_350
Anisotes formosissimus,zygomorphic,2023TRY_350
Anisotoma cordifolia,actinomorphic,2023TRY_350
Anisotome aromatica,actinomorphic,yoderetal2020
Anisotome flexuosus,actinomorphic,yoderetal2020
Annickia chlorantha,actinomorphic,2023TRY_350
Annona glabra,actinomorphic,jolyandschoen2021
Annona muricata,actinomorphic,jolyandschoen2021 2023TRY_350
Annona reticulata,actinomorphic,2023TRY_350
Annona senegalensis,actinomorphic,2023TRY_350
Annona squamosa,actinomorphic,2023TRY_350
Annona stenophylla,actinomorphic,2023TRY_350
Annona stenophylla subsp. longipetiolata,actinomorphic,2023TRY_350
Anodendron affine,actinomorphic,jolyandschoen2021
Anopterus macleayanus,actinomorphic,jolyandschoen2021
Anredera cordifolia,actinomorphic,jolyandschoen2021
Antennaria alpina,actinomorphic,yoderetal2020
Antennaria plantaginifolia,actinomorphic,yoderetal2020
Antenoron filiforme,actinomorphic,yoderetal2020
Anthacanthus acicularis,zygomorphic,jolyandschoen2021
Anthemis arvensis,actinomorphic,jolyandschoen2021
Anthemis cotula,actinomorphic,yoderetal2020
Anthemis maritima,actinomorphic zygomorphic,2023TRY_350
Anthericaceae sp,actinomorphic,2023TRY_319
Antherotoma debilis,actinomorphic,2023TRY_350
Antherotoma irvingiana,actinomorphic,2023TRY_350
